video_id,video_title,video_date,comment_text,comment_date
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Mba @NajwaShihab kok ga ada update lgi?\nTrs knp ya kok tngglnya masih tgl 13/2/24 ,di2 jam, 49 mnit, pdhl hri pencoblosan nya 14/2/24 ? Apakh hasilnya sudh diketahui sblm pencoblosan?",2024-02-18T10:50:25Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Lihat mbak nana vidio 2:56:42 itu kok tanggalnya 13 februari padahal coblosan tgl 14 februari.\nMohon di cermati semua dan di jelaskan.,2024-02-18T10:31:50Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"2:48:15 laporan hasil quick count pemilu dari indikator kok tanggalnya 13 februari 2024, bukannya pemilu tanggal 14 februari 2024 ???",2024-02-18T10:28:20Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Parah quick count tgl 13 udah tau pemenang, padahal coblosnya tgl 14 hebat nih lembaga survey 😂😂😂",2024-02-18T10:28:09Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Mana video nya? Kok nggak tayang?,2024-02-18T10:22:31Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Itu hsill hitung cpat kok tgl 13 februari bak najwa tlong jelaskan,2024-02-18T10:16:28Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Tanggal kok ga dibahas ya ???,2024-02-18T09:29:04Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Ko quick count nya tgl 13 februari bukan nya tgl pencoblosannya tgl 14februari ko bisa begitu agak aneh..gimana mba najwa,2024-02-18T09:14:06Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Tangkap nara sumber dan para pemilik survey, pemilunya tgl 14 data cQ nya 13\nSembako naik\nBbm naik gaji pejabat naik\nBagi susu makan gratis tunggu di tahun 2029\nSelamat menangis darah ya, \nSemoga Alloh satu kan kalian yg telah memilih prabowo gibran didalam dunia sampai didalam akhirat menjadi satu golongan...aamiin ya alloh",2024-02-18T09:06:38Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Ka najwa ko tanggal 13 feb 2024 si ka di pojok kanan atas,2024-02-18T08:56:10Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Tanggal 13 feb 2024 apaan tuh pojok kanan atas,2024-02-18T08:55:49Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,MBAK NANA HASIL QUICK COUNT KO TANGAL 13 FEB 2024 BUATNYA SEDANGKAN COBLOSNYA TGL 14 FEB 2024😂😂😂,2024-02-18T08:21:52Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,tgl 13 februari ( liat di 2:48:12)  prabowo udah diseting menang !...  busyet banget klo program tgl Quick Count  burhanudin diketik manual !.... tgl 13 feb cok !!!!. moga hidup luw terhina  klo luw memanfaatkan ilmu luw untuk kejahatan ! .. mas udiiin ...mas udin .🤣🤣🤣🤣🤣🤣,2024-02-18T07:53:27Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"hasil quick count di bikin 13 februari, lo lo loh  ketahuan tah",2024-02-18T07:01:54Z
